,0
NC_045512.2,-0.08899596738448506
KY770860.1,-0.04191082293253213
DQ412042.1,0.011632507751830444
DQ648856.1,-0.019413881962080395
AY686864.1,0.1343736621567974
AY572038.1,0.010131964701532954
AY572035.1,0.050652153092638666
AY686863.1,0.09105886188679563
AY572034.1,0.026172414172553855
NC_004718.3,0.0548440095090291
MK211378.1,0.09460316603628029
MK211376.1,0.08256008965329746
MK211377.1,-0.006978892058422792
KY417144.1,0.0604467868552393
KY417152.1,0.08058021383284573
KY417146.1,-0.029626319192228703
KY417142.1,-0.06092834619911775
KY417151.1,0.0747745888042728
KY417147.1,-0.02811828588669758
KF367457.1,0.019308934799631222
KY417143.1,0.03738709498512363
KT444582.1,0.0048566842654686635
KY417149.1,0.032327172385404904
KY417145.1,-0.023091047846984618
MK211375.1,-0.03314984987394475
KY417148.1,-0.02355464704041489
KY770858.1,-0.038069388695386445
DQ071615.1,-0.06746656030536956
KP886808.1,-0.009246496856979954
KU973692.1,0.02387656984922347
KF569996.1,0.024245368397123244
JX993988.1,0.000542833700544748
JX993987.1,-0.06150177312092205
KJ473814.1,-0.05659175124137726
DQ412043.1,-0.07742492087819429
GQ153547.1,-0.046803568702146796
DQ022305.2,-0.055987719281527265
GQ153542.1,-0.06333117949871475
MK211374.1,-0.04265068026460257
MT040336.1,-0.0012642112094911361
MT040333.1,0.0209873372124863
MT040335.1,-0.0018796073774903302
MT040334.1,-0.04300223092153017
MT072864.1,0.015330968570454663
MG772934.1,-0.06984051500165582
MG772933.1,0.054719081502232064
MN996532.1,-0.018042975637492426
